Seconds,Volts
0, 0.2510957
2.006995E-08, 0.2510957
4.013989E-08, 0.2510957
6.020984E-08, 0.2510957
8.027978E-08, 0.2510957
1.003497E-07, 0.2510957
1.204197E-07, 0.2510957
1.404896E-07, 0.2510957
1.605596E-07, 0.2510957
1.806295E-07, 0.2510957
2.006995E-07, 0.2510957
2.207694E-07, 0.2510957
2.408393E-07, 0.2510957
2.609093E-07, 0.2510957
2.809792E-07, 0.2510957
3.010492E-07, 0.2510957
3.211191E-07, 0.2510957
3.411891E-07, 0.2510957
3.61259E-07, 0.2510957
3.81329E-07, 0.2510957
4.013989E-07, 0.2510957
4.214689E-07, 0.2510957
4.415388E-07, 0.2510957
4.616087E-07, 0.2510957
4.816787E-07, 0.2510957
5.017486E-07, 0.2510957
5.218186E-07, 0.2510957
5.418885E-07, 0.2510957
5.619585E-07, 0.2510957
5.820284E-07, 0.2510957
6.020984E-07, 0.2510957
6.221683E-07, 0.2510957
6.422383E-07, 0.2510957
6.623082E-07, 0.2510957
6.823781E-07, 0.2510957
7.024481E-07, 0.2510957
7.225181E-07, 0.2510957
7.42588E-07, 0.2510957
7.626579E-07, 0.2510957
7.827279E-07, 0.2510957
8.027978E-07, 0.2510957
8.228678E-07, 0.2510957
8.429377E-07, 0.2510957
8.630076E-07, 0.2510957
8.830776E-07, 0.2510957
9.031476E-07, 0.2510957
9.232175E-07, 0.2510957
9.432874E-07, -0.2510957
9.633574E-07, -0.2510957
9.834273E-07, -0.2510957
1.003497E-06, -0.2510957
1.023567E-06, -0.2510957
1.043637E-06, -0.2510957
1.063707E-06, -0.2510957
1.083777E-06, -0.2510957
1.103847E-06, -0.2510957
1.123917E-06, -0.2510957
1.143987E-06, -0.2510957
1.164057E-06, -0.2510957
1.184127E-06, -0.2510957
1.204197E-06, -0.2510957
1.224267E-06, -0.2510957
1.244337E-06, -0.2510957
1.264407E-06, -0.2510957
1.284477E-06, -0.2510957
1.304546E-06, -0.2510957
1.324616E-06, -0.2510957
1.344686E-06, -0.2510957
1.364756E-06, -0.2510957
1.384826E-06, -0.2510957
1.404896E-06, -0.2510957
1.424966E-06, -0.2510957
1.445036E-06, -0.2510957
1.465106E-06, -0.2510957
1.485176E-06, -0.2510957
1.505246E-06, -0.2510957
1.525316E-06, -0.2510957
1.545386E-06, -0.2510957
1.565456E-06, -0.2510957
1.585526E-06, -0.2510957
1.605596E-06, -0.2510957
1.625666E-06, -0.2510957
1.645736E-06, -0.2510957
1.665805E-06, -0.2510957
1.685875E-06, -0.2510957
1.705945E-06, -0.2510957
1.726015E-06, -0.2510957
1.746085E-06, -0.2510957
1.766155E-06, -0.2510957
1.786225E-06, -0.2510957
1.806295E-06, -0.2510957
1.826365E-06, -0.2510957
1.846435E-06, -0.2510957
1.866505E-06, -0.2510957
1.886575E-06, -0.2510957
1.906645E-06, -0.2510957
1.926715E-06, -0.2510957
1.946785E-06, -0.2510957
1.966855E-06, -0.2510957
1.986925E-06, -0.2510957
2.006994E-06, -0.2510957
2.027065E-06, -0.2510957
2.047135E-06, -0.2510957
2.067204E-06, -0.2510957
2.087274E-06, -0.2510957
2.107344E-06, -0.2510957
2.127414E-06, -0.2510957
2.147484E-06, -0.2510957
2.167554E-06, -0.2510957
2.187624E-06, -0.2510957
2.207694E-06, -0.2510957
2.227764E-06, -0.2510957
2.247834E-06, -0.2510957
2.267904E-06, -0.2510957
2.287974E-06, -0.2510957
2.308044E-06, -0.2510957
2.328114E-06, -0.2510957
2.348184E-06, -0.2510957
2.368253E-06, -0.2510957
2.388324E-06, -0.2510957
2.408394E-06, -0.2510957
2.428463E-06, -0.2510957
2.448533E-06, -0.2510957
2.468603E-06, -0.2510957
2.488673E-06, -0.2510957
2.508743E-06, -0.2510957
2.528813E-06, -0.2510957
2.548883E-06, -0.2510957
2.568953E-06, -0.2510957
2.589023E-06, -0.2510957
2.609093E-06, -0.2510957
2.629163E-06, -0.2510957
2.649233E-06, -0.2510957
2.669303E-06, -0.2510957
2.689373E-06, -0.2510957
2.709443E-06, -0.2510957
2.729513E-06, -0.2510957
2.749583E-06, -0.2510957
2.769653E-06, -0.2510957
2.789722E-06, -0.2510957
2.809792E-06, -0.2510957
2.829862E-06, -0.2510957
2.849932E-06, -0.2510957
2.870002E-06, -0.2510957
2.890072E-06, -0.2510957
2.910142E-06, -0.2510957
2.930212E-06, -0.2510957
2.950282E-06, -0.2510957
2.970352E-06, -0.2510957
2.990422E-06, -0.2510957
3.010492E-06, -0.2510957
3.030562E-06, -0.2510957
3.050632E-06, -0.2510957
3.070702E-06, -0.2510957
3.090772E-06, -0.2510957
3.110842E-06, -0.2510957
3.130912E-06, -0.2510957
3.150981E-06, -0.2510957
3.171052E-06, -0.2510957
3.191121E-06, -0.2510957
3.211191E-06, -0.2510957
3.231261E-06, -0.2510957
3.251331E-06, -0.2510957
3.271401E-06, -0.2510957
3.291471E-06, -0.2510957
3.311541E-06, -0.2510957
3.331611E-06, -0.2510957
3.351681E-06, -0.2510957
3.371751E-06, -0.2510957
3.391821E-06, -0.2510957
3.411891E-06, -0.2510957
3.431961E-06, -0.2510957
3.452031E-06, -0.2510957
3.472101E-06, -0.2510957
3.492171E-06, -0.2510957
3.51224E-06, -0.2510957
3.532311E-06, -0.2510957
3.55238E-06, -0.2510957
3.57245E-06, -0.2510957
3.59252E-06, -0.2510957
3.61259E-06, -0.2510957
3.63266E-06, -0.2510957
3.65273E-06, -0.2510957
3.6728E-06, -0.2510957
3.69287E-06, -0.2510957
3.71294E-06, -0.2510957
3.73301E-06, -0.2510957
3.75308E-06, -0.2510957
3.77315E-06, -0.2510957
3.79322E-06, -0.2510957
3.81329E-06, -0.2510957
3.83336E-06, -0.2510957
3.853429E-06, -0.2510957
3.8735E-06, -0.2510957
3.89357E-06, -0.2510957
3.913639E-06, -0.2510957
3.933709E-06, -0.2510957
3.953779E-06, -0.2510957
3.973849E-06, -0.2510957
3.993919E-06, -0.2510957
4.013989E-06, -0.2510957
4.034059E-06, -0.2510957
4.054129E-06, -0.2510957
4.074199E-06, -0.2510957
4.094269E-06, -0.2510957
4.114339E-06, -0.2510957
4.134409E-06, -0.2510957
4.154479E-06, -0.2510957
4.174549E-06, -0.2510957
4.194619E-06, -0.2510957
4.214688E-06, -0.2510957
4.234759E-06, -0.2510957
4.254829E-06, -0.2510957
4.274898E-06, -0.2510957
4.294968E-06, -0.2510957
4.315038E-06, -0.2510957
4.335108E-06, -0.2510957
4.355178E-06, -0.2510957
4.375248E-06, -0.2510957
4.395318E-06, -0.2510957
4.415388E-06, -0.2510957
4.435458E-06, -0.2510957
4.455528E-06, -0.2510957
4.475598E-06, -0.2510957
4.495668E-06, -0.2510957
4.515738E-06, -0.2510957
4.535808E-06, -0.2510957
4.555878E-06, -0.2510957
4.575948E-06, -0.2510957
4.596018E-06, -0.2510957
4.616088E-06, -0.2510957
4.636157E-06, -0.2510957
4.656227E-06, -0.2510957
4.676298E-06, 0.2510957
4.696367E-06, 0.2510957
4.716437E-06, 0.2510957
4.736507E-06, 0.2510957
4.756577E-06, 0.2510957
4.776647E-06, 0.2510957
4.796717E-06, 0.2510957
4.816787E-06, 0.2510957
4.836857E-06, 0.2510957
4.856927E-06, 0.2510957
4.876997E-06, 0.2510957
4.897067E-06, 0.2510957
4.917137E-06, 0.2510957
4.937207E-06, 0.2510957
4.957277E-06, 0.2510957
4.977347E-06, 0.2510957
4.997416E-06, 0.2510957
5.017486E-06, 0.2510957
5.037557E-06, 0.2510957
5.057626E-06, 0.2510957
5.077696E-06, 0.2510957
5.097766E-06, 0.2510957
5.117836E-06, 0.2510957
5.137906E-06, 0.2510957
5.157976E-06, 0.2510957
5.178046E-06, 0.2510957
5.198116E-06, 0.2510957
5.218186E-06, 0.2510957
5.238256E-06, 0.2510957
5.258326E-06, 0.2510957
5.278396E-06, 0.2510957
5.298466E-06, 0.2510957
5.318535E-06, 0.2510957
5.338606E-06, 0.2510957
5.358675E-06, 0.2510957
5.378745E-06, 0.2510957
5.398816E-06, 0.2510957
5.418885E-06, 0.2510957
5.438955E-06, 0.2510957
5.459025E-06, 0.2510957
5.479095E-06, 0.2510957
5.499165E-06, 0.2510957
5.519235E-06, 0.2510957
5.539305E-06, 0.2510957
5.559375E-06, 0.2510957
5.579445E-06, 0.2510957
5.599515E-06, -0.2510957
5.619585E-06, -0.2510957
5.639655E-06, -0.2510957
5.659725E-06, -0.2510957
5.679794E-06, -0.2510957
5.699865E-06, -0.2510957
5.719935E-06, -0.2510957
5.740004E-06, -0.2510957
5.760075E-06, -0.2510957
5.780144E-06, -0.2510957
5.800214E-06, -0.2510957
5.820284E-06, -0.2510957
5.840354E-06, -0.2510957
5.860424E-06, -0.2510957
5.880494E-06, -0.2510957
5.900564E-06, -0.2510957
5.920634E-06, -0.2510957
5.940704E-06, -0.2510957
5.960774E-06, -0.2510957
5.980844E-06, -0.2510957
6.000914E-06, -0.2510957
6.020984E-06, -0.2510957
6.041053E-06, -0.2510957
6.061124E-06, -0.2510957
6.081194E-06, -0.2510957
6.101263E-06, -0.2510957
6.121334E-06, -0.2510957
6.141403E-06, -0.2510957
6.161473E-06, -0.2510957
6.181543E-06, -0.2510957
6.201613E-06, -0.2510957
6.221683E-06, -0.2510957
6.241753E-06, -0.2510957
6.261823E-06, -0.2510957
6.281893E-06, -0.2510957
6.301963E-06, -0.2510957
6.322033E-06, -0.2510957
6.342103E-06, -0.2510957
6.362173E-06, -0.2510957
6.382243E-06, -0.2510957
6.402312E-06, -0.2510957
6.422383E-06, -0.2510957
6.442453E-06, -0.2510957
6.462522E-06, -0.2510957
6.482593E-06, -0.2510957
6.502662E-06, -0.2510957
6.522732E-06, -0.2510957
6.542802E-06, -0.2510957
6.562872E-06, -0.2510957
6.582942E-06, -0.2510957
6.603012E-06, -0.2510957
6.623082E-06, -0.2510957
6.643152E-06, -0.2510957
6.663222E-06, -0.2510957
6.683292E-06, -0.2510957
6.703362E-06, -0.2510957
6.723432E-06, -0.2510957
6.743502E-06, -0.2510957
6.763571E-06, -0.2510957
6.783642E-06, -0.2510957
6.803712E-06, -0.2510957
6.823781E-06, -0.2510957
6.843852E-06, -0.2510957
6.863921E-06, -0.2510957
6.883991E-06, -0.2510957
6.904061E-06, -0.2510957
6.924131E-06, -0.2510957
6.944201E-06, -0.2510957
6.964271E-06, -0.2510957
6.984341E-06, -0.2510957
7.004411E-06, -0.2510957
7.024481E-06, -0.2510957
7.044551E-06, -0.2510957
7.064621E-06, -0.2510957
7.084691E-06, -0.2510957
7.104761E-06, -0.2510957
7.124831E-06, -0.2510957
7.144901E-06, -0.2510957
7.164971E-06, -0.2510957
7.18504E-06, -0.2510957
7.205111E-06, -0.2510957
7.225181E-06, -0.2510957
7.24525E-06, -0.2510957
7.26532E-06, -0.2510957
7.28539E-06, -0.2510957
7.30546E-06, -0.2510957
7.32553E-06, -0.2510957
7.3456E-06, -0.2510957
7.36567E-06, -0.2510957
7.38574E-06, -0.2510957
7.40581E-06, -0.2510957
7.42588E-06, -0.2510957
7.44595E-06, -0.2510957
7.46602E-06, -0.2510957
7.48609E-06, -0.2510957
7.50616E-06, -0.2510957
7.52623E-06, -0.2510957
7.546299E-06, -0.2510957
7.56637E-06, -0.2510957
7.58644E-06, -0.2510957
7.606509E-06, -0.2510957
7.626579E-06, -0.2510957
7.646649E-06, -0.2510957
7.666719E-06, -0.2510957
7.686789E-06, -0.2510957
7.706859E-06, -0.2510957
7.726929E-06, -0.2510957
7.746999E-06, -0.2510957
7.767069E-06, -0.2510957
7.787139E-06, -0.2510957
7.807209E-06, -0.2510957
7.827279E-06, -0.2510957
7.847349E-06, -0.2510957
7.867418E-06, -0.2510957
7.887488E-06, -0.2510957
7.907559E-06, -0.2510957
7.927629E-06, -0.2510957
7.947699E-06, -0.2510957
7.967768E-06, -0.2510957
7.987838E-06, -0.2510957
8.007908E-06, -0.2510957
8.027978E-06, -0.2510957
8.048049E-06, -0.2510957
8.068118E-06, -0.2510957
8.088188E-06, -0.2510957
8.108258E-06, -0.2510957
8.128328E-06, -0.2510957
8.148398E-06, -0.2510957
8.168468E-06, -0.2510957
8.188538E-06, -0.2510957
8.208608E-06, -0.2510957
8.228678E-06, -0.2510957
8.248748E-06, -0.2510957
8.268818E-06, -0.2510957
8.288887E-06, -0.2510957
8.308957E-06, -0.2510957
8.329028E-06, -0.2510957
8.349098E-06, -0.2510957
8.369168E-06, -0.2510957
8.389237E-06, -0.2510957
8.409307E-06, -0.2510957
8.429377E-06, -0.2510957
8.449447E-06, -0.2510957
8.469518E-06, -0.2510957
8.489587E-06, -0.2510957
8.509657E-06, -0.2510957
8.529727E-06, -0.2510957
8.549797E-06, -0.2510957
8.569867E-06, -0.2510957
8.589936E-06, -0.2510957
8.610006E-06, -0.2510957
8.630077E-06, -0.2510957
8.650147E-06, -0.2510957
8.670217E-06, -0.2510957
8.690286E-06, -0.2510957
8.710356E-06, -0.2510957
8.730426E-06, -0.2510957
8.750496E-06, -0.2510957
8.770567E-06, -0.2510957
8.790636E-06, -0.2510957
8.810706E-06, -0.2510957
8.830776E-06, -0.2510957
8.850846E-06, -0.2510957
8.870916E-06, -0.2510957
8.890986E-06, -0.2510957
8.911056E-06, -0.2510957
8.931126E-06, -0.2510957
8.951196E-06, -0.2510957
8.971266E-06, -0.2510957
8.991336E-06, -0.2510957
9.011405E-06, -0.2510957
9.031475E-06, -0.2510957
9.051546E-06, -0.2510957
9.071616E-06, -0.2510957
9.091686E-06, -0.2510957
9.111755E-06, -0.2510957
9.131825E-06, -0.2510957
9.151895E-06, -0.2510957
9.171965E-06, -0.2510957
9.192036E-06, -0.2510957
9.212105E-06, -0.2510957
9.232175E-06, -0.2510957
9.252245E-06, -0.2510957
9.272315E-06, -0.2510957
9.292385E-06, -0.2510957
9.312454E-06, -0.2510957
9.332524E-06, 0.2510957
9.352595E-06, 0.2510957
9.372665E-06, 0.2510957
9.392735E-06, 0.2510957
9.412805E-06, 0.2510957
9.432874E-06, 0.2510957
9.452944E-06, 0.2510957
9.473014E-06, 0.2510957
9.493085E-06, 0.2510957
9.513155E-06, 0.2510957
9.533224E-06, 0.2510957
9.553294E-06, 0.2510957
9.573364E-06, 0.2510957
9.593434E-06, 0.2510957
9.613504E-06, 0.2510957
9.633574E-06, 0.2510957
9.653644E-06, 0.2510957
9.673714E-06, 0.2510957
9.693784E-06, 0.2510957
9.713854E-06, 0.2510957
9.733923E-06, 0.2510957
9.753993E-06, 0.2510957
9.774064E-06, 0.2510957
9.794134E-06, 0.2510957
9.814204E-06, 0.2510957
9.834273E-06, 0.2510957
9.854343E-06, 0.2510957
9.874413E-06, 0.2510957
9.894483E-06, 0.2510957
9.914554E-06, 0.2510957
9.934623E-06, 0.2510957
9.954693E-06, 0.2510957
9.974763E-06, 0.2510957
9.994833E-06, 0.2510957
1.00149E-05, 0.2510957
1.003497E-05, 0.2510957
1.005504E-05, 0.2510957
1.007511E-05, 0.2510957
1.009518E-05, 0.2510957
1.011525E-05, 0.2510957
1.013532E-05, 0.2510957
1.015539E-05, 0.2510957
1.017546E-05, 0.2510957
1.019553E-05, 0.2510957
1.02156E-05, 0.2510957
1.023567E-05, 0.2510957
1.025574E-05, -0.2510957
1.027581E-05, -0.2510957
1.029588E-05, -0.2510957
1.031595E-05, -0.2510957
1.033602E-05, -0.2510957
1.035609E-05, -0.2510957
1.037616E-05, -0.2510957
1.039623E-05, -0.2510957
1.04163E-05, -0.2510957
1.043637E-05, -0.2510957
1.045644E-05, -0.2510957
1.047651E-05, -0.2510957
1.049658E-05, -0.2510957
1.051665E-05, -0.2510957
1.053672E-05, -0.2510957
1.055679E-05, -0.2510957
1.057686E-05, -0.2510957
1.059693E-05, -0.2510957
1.0617E-05, -0.2510957
1.063707E-05, -0.2510957
1.065714E-05, -0.2510957
1.067721E-05, -0.2510957
1.069728E-05, -0.2510957
1.071735E-05, -0.2510957
1.073742E-05, -0.2510957
1.075749E-05, -0.2510957
1.077756E-05, -0.2510957
1.079763E-05, -0.2510957
1.08177E-05, -0.2510957
1.083777E-05, -0.2510957
1.085784E-05, -0.2510957
1.087791E-05, -0.2510957
1.089798E-05, -0.2510957
1.091805E-05, -0.2510957
1.093812E-05, -0.2510957
1.095819E-05, -0.2510957
1.097826E-05, -0.2510957
1.099833E-05, -0.2510957
1.10184E-05, -0.2510957
1.103847E-05, -0.2510957
1.105854E-05, -0.2510957
1.107861E-05, -0.2510957
1.109868E-05, -0.2510957
1.111875E-05, -0.2510957
1.113882E-05, -0.2510957
1.115889E-05, -0.2510957
1.117896E-05, -0.2510957
1.119903E-05, -0.2510957
1.12191E-05, -0.2510957
1.123917E-05, -0.2510957
1.125924E-05, -0.2510957
1.127931E-05, -0.2510957
1.129938E-05, -0.2510957
1.131945E-05, -0.2510957
1.133952E-05, -0.2510957
1.135959E-05, -0.2510957
1.137966E-05, -0.2510957
1.139973E-05, -0.2510957
1.14198E-05, -0.2510957
1.143987E-05, -0.2510957
1.145994E-05, -0.2510957
1.148001E-05, -0.2510957
1.150008E-05, -0.2510957
1.152015E-05, -0.2510957
1.154022E-05, -0.2510957
1.156029E-05, -0.2510957
1.158036E-05, -0.2510957
1.160043E-05, -0.2510957
1.16205E-05, -0.2510957
1.164057E-05, -0.2510957
1.166064E-05, -0.2510957
1.168071E-05, -0.2510957
1.170078E-05, -0.2510957
1.172085E-05, -0.2510957
1.174092E-05, -0.2510957
1.176099E-05, -0.2510957
1.178106E-05, -0.2510957
1.180113E-05, -0.2510957
1.18212E-05, -0.2510957
1.184127E-05, -0.2510957
1.186134E-05, -0.2510957
1.188141E-05, -0.2510957
1.190148E-05, -0.2510957
1.192155E-05, -0.2510957
1.194162E-05, -0.2510957
1.196169E-05, -0.2510957
1.198176E-05, -0.2510957
1.200183E-05, -0.2510957
1.20219E-05, -0.2510957
1.204197E-05, -0.2510957
1.206204E-05, -0.2510957
1.208211E-05, -0.2510957
1.210218E-05, -0.2510957
1.212225E-05, -0.2510957
1.214232E-05, -0.2510957
1.216239E-05, -0.2510957
1.218246E-05, -0.2510957
1.220253E-05, -0.2510957
1.22226E-05, -0.2510957
1.224267E-05, -0.2510957
1.226274E-05, -0.2510957
1.228281E-05, -0.2510957
1.230288E-05, -0.2510957
1.232295E-05, -0.2510957
1.234302E-05, -0.2510957
1.236309E-05, -0.2510957
1.238316E-05, -0.2510957
1.240323E-05, -0.2510957
1.24233E-05, -0.2510957
1.244337E-05, -0.2510957
1.246344E-05, -0.2510957
1.248351E-05, -0.2510957
1.250358E-05, -0.2510957
1.252365E-05, -0.2510957
1.254372E-05, -0.2510957
1.256379E-05, -0.2510957
1.258386E-05, -0.2510957
1.260393E-05, -0.2510957
1.2624E-05, -0.2510957
1.264407E-05, -0.2510957
1.266414E-05, -0.2510957
1.268421E-05, -0.2510957
1.270428E-05, -0.2510957
1.272435E-05, -0.2510957
1.274442E-05, -0.2510957
1.276449E-05, -0.2510957
1.278456E-05, -0.2510957
1.280462E-05, -0.2510957
1.28247E-05, -0.2510957
1.284477E-05, -0.2510957
1.286484E-05, -0.2510957
1.288491E-05, -0.2510957
1.290497E-05, -0.2510957
1.292504E-05, -0.2510957
1.294511E-05, -0.2510957
1.296519E-05, -0.2510957
1.298526E-05, -0.2510957
1.300532E-05, -0.2510957
1.302539E-05, -0.2510957
1.304546E-05, -0.2510957
1.306553E-05, -0.2510957
1.30856E-05, -0.2510957
1.310567E-05, -0.2510957
1.312574E-05, -0.2510957
1.314581E-05, -0.2510957
1.316588E-05, -0.2510957
1.318595E-05, -0.2510957
1.320602E-05, -0.2510957
1.322609E-05, -0.2510957
1.324616E-05, -0.2510957
1.326623E-05, -0.2510957
1.32863E-05, -0.2510957
1.330637E-05, -0.2510957
1.332644E-05, -0.2510957
1.334651E-05, -0.2510957
1.336658E-05, -0.2510957
1.338665E-05, -0.2510957
1.340672E-05, -0.2510957
1.342679E-05, -0.2510957
1.344686E-05, -0.2510957
1.346693E-05, -0.2510957
1.3487E-05, -0.2510957
1.350707E-05, -0.2510957
1.352714E-05, -0.2510957
1.354721E-05, -0.2510957
1.356728E-05, -0.2510957
1.358735E-05, -0.2510957
1.360742E-05, -0.2510957
1.362749E-05, -0.2510957
1.364756E-05, -0.2510957
1.366763E-05, -0.2510957
