Seconds,Volts
0, 0
3.935997E-08, 0.02027749
7.871994E-08, 0.04027032
1.180799E-07, 0.05969785
1.574399E-07, 0.07828736
1.967999E-07, 0.09577788
2.361598E-07, 0.1119239
2.755198E-07, 0.1264987
3.148798E-07, 0.1392978
3.542397E-07, 0.1501414
3.935997E-07, 0.1588774
4.329597E-07, 0.1653831
4.723196E-07, 0.1695672
5.116796E-07, 0.1713709
5.510396E-07, 0.170769
5.903996E-07, 0.1677698
6.297595E-07, 0.1624155
6.691195E-07, 0.1547813
7.084795E-07, 0.1449742
7.478395E-07, 0.1331321
7.871994E-07, 0.119421
8.265594E-07, 0.1040336
8.659194E-07, 0.08718573
9.052794E-07, 0.06911398
9.446393E-07, 0.05007205
9.839993E-07, 0.03032719
1.023359E-06, 0.0101566
1.062719E-06, -0.01015656
1.102079E-06, -0.03032715
1.141439E-06, -0.05007201
1.180799E-06, -0.06911398
1.220159E-06, -0.08718573
1.259519E-06, -0.1040336
1.298879E-06, -0.119421
1.338239E-06, -0.1331321
1.377599E-06, -0.1449742
1.416959E-06, -0.1547813
1.456319E-06, -0.1624155
1.495679E-06, -0.1677698
1.535039E-06, -0.170769
1.574399E-06, -0.1713709
1.613759E-06, -0.1695672
1.653119E-06, -0.1653831
1.692479E-06, -0.1588774
1.731839E-06, -0.1501414
1.771199E-06, -0.1392978
1.810559E-06, -0.1264987
1.849919E-06, -0.1119239
1.889279E-06, -0.09577791
1.928639E-06, -0.07828739
1.967999E-06, -0.05969789
2.007358E-06, -0.04027036
2.046718E-06, -0.02027753
2.086078E-06, -3.643413E-08
2.125438E-06, 0.02027745
2.164798E-06, 0.04027029
2.204158E-06, 0.05969783
2.243518E-06, 0.07828733
2.282878E-06, 0.09577785
2.322238E-06, 0.1119239
2.361598E-06, 0.1264987
2.400958E-06, 0.1392978
2.440318E-06, 0.1501414
2.479678E-06, 0.1588774
2.519038E-06, 0.1653831
2.558398E-06, 0.1695672
2.597758E-06, 0.1713709
2.637118E-06, 0.170769
2.676478E-06, 0.1677698
2.715838E-06, 0.1624155
2.755198E-06, 0.1547813
2.794558E-06, 0.1449742
